text,sentiment,cleaned_text
So lonely about a tough day. It’s been tough.,disappointment,so lonely about a tough day its been tough
Feeling frustrated after a disappointing day.,despair,feeling frustrated after a disappointing day
"challenging day at home, feeling disappointed.",sad,challenging day at home feeling disappointed
"stressful day at school, feeling frustrated.",heartbreak,stressful day at school feeling frustrated
"stressful day at the event, feeling frustrated.",disappointment,stressful day at the event feeling frustrated
The a project failure left me feeling frustrated and frustrated.,frustration,the a project failure left me feeling frustrated and frustrated
The a loss left me feeling disappointed and disappointed.,despair,the a loss left me feeling disappointed and disappointed
Feeling disappointed after a awful day.,frustration,feeling disappointed after a awful day
The a betrayal left me feeling disappointed and disappointed.,despair,the a betrayal left me feeling disappointed and disappointed
So sad about a missed opportunity. It’s been tough.,sad,so sad about a missed opportunity its been tough
"Dealing with a disappointing setback, so frustrated.",despair,dealing with a disappointing setback so frustrated
Feeling lonely after a challenging day.,frustration,feeling lonely after a challenging day
The a project failure left me feeling heartbroken and heartbroken.,disappointment,the a project failure left me feeling heartbroken and heartbroken
"challenging day at the game, feeling heartbroken.",frustration,challenging day at the game feeling heartbroken
Feeling heartbroken after a terrible day.,sad,feeling heartbroken after a terrible day
"Dealing with a awful setback, so heartbroken.",sad,dealing with a awful setback so heartbroken
Feeling heartbroken after a stressful day.,heartbreak,feeling heartbroken after a stressful day
"Dealing with a awful setback, so lonely.",sad,dealing with a awful setback so lonely
"Dealing with a awful setback, so sad.",frustration,dealing with a awful setback so sad
So frustrated about a tough day. It’s been tough.,frustration,so frustrated about a tough day its been tough
So frustrated about a missed opportunity. It’s been tough.,frustration,so frustrated about a missed opportunity its been tough
Feeling sad after a disappointing day.,heartbreak,feeling sad after a disappointing day
So lonely about a missed opportunity. It’s been tough.,despair,so lonely about a missed opportunity its been tough
The a missed opportunity left me feeling lonely and lonely.,frustration,the a missed opportunity left me feeling lonely and lonely
Feeling sad after a stressful day.,disappointment,feeling sad after a stressful day
"Dealing with a disappointing setback, so lonely.",despair,dealing with a disappointing setback so lonely
So disappointed about a loss. It’s been tough.,disappointment,so disappointed about a loss its been tough
"Dealing with a terrible setback, so heartbroken.",frustration,dealing with a terrible setback so heartbroken
"Dealing with a awful setback, so heartbroken.",disappointment,dealing with a awful setback so heartbroken
So heartbroken about a project failure. It’s been tough.,despair,so heartbroken about a project failure its been tough
Feeling disappointed after a disappointing day.,heartbreak,feeling disappointed after a disappointing day
"Dealing with a stressful setback, so frustrated.",despair,dealing with a stressful setback so frustrated
So sad about a project failure. It’s been tough.,frustration,so sad about a project failure its been tough
Feeling disappointed after a awful day.,despair,feeling disappointed after a awful day
"Dealing with a terrible setback, so frustrated.",frustration,dealing with a terrible setback so frustrated
"awful day at work, feeling sad.",frustration,awful day at work feeling sad
"awful day at work, feeling heartbroken.",despair,awful day at work feeling heartbroken
"stressful day at school, feeling frustrated.",disappointment,stressful day at school feeling frustrated
"disappointing day at school, feeling sad.",sad,disappointing day at school feeling sad
Feeling lonely after a terrible day.,disappointment,feeling lonely after a terrible day
Feeling frustrated after a challenging day.,frustration,feeling frustrated after a challenging day
The a betrayal left me feeling heartbroken and heartbroken.,frustration,the a betrayal left me feeling heartbroken and heartbroken
Feeling disappointed after a disappointing day.,sad,feeling disappointed after a disappointing day
Feeling frustrated after a terrible day.,despair,feeling frustrated after a terrible day
"terrible day at the game, feeling frustrated.",sad,terrible day at the game feeling frustrated
"stressful day at home, feeling frustrated.",frustration,stressful day at home feeling frustrated
"challenging day at school, feeling disappointed.",despair,challenging day at school feeling disappointed
So heartbroken about a loss. It’s been tough.,heartbreak,so heartbroken about a loss its been tough
So sad about a betrayal. It’s been tough.,disappointment,so sad about a betrayal its been tough
So disappointed about a project failure. It’s been tough.,despair,so disappointed about a project failure its been tough
"Dealing with a stressful setback, so lonely.",disappointment,dealing with a stressful setback so lonely
The a missed opportunity left me feeling frustrated and frustrated.,sad,the a missed opportunity left me feeling frustrated and frustrated
"stressful day at school, feeling sad.",disappointment,stressful day at school feeling sad
The a betrayal left me feeling disappointed and disappointed.,frustration,the a betrayal left me feeling disappointed and disappointed
The a tough day left me feeling lonely and lonely.,heartbreak,the a tough day left me feeling lonely and lonely
"Dealing with a challenging setback, so heartbroken.",frustration,dealing with a challenging setback so heartbroken
