text,sentiment,cleaned_text
Feeling great after a tough exploring session! #NatureLover,inspiration,feeling great after a tough exploring session #naturelover
Just another day dancing at the garden.,ambivalence,just another day dancing at the garden
Just another day studying at the home.,compassion,just another day studying at the home
"Trying out writing today, nothing special.",ambivalence,trying out writing today nothing special
Enjoying a serene day exploring at the lake! #Mood,awe,enjoying a serene day exploring at the lake #mood
"Spending time dancing at park, feeling okay.",jealousy,spending time dancing at park feeling okay
Struggling with meditating today.,nostalgia,struggling with meditating today
Just another day meditating at the lake.,neutral,just another day meditating at the lake
Just another day traveling at the mountain.,acceptance,just another day traveling at the mountain
Enjoying a wonderful day painting at the lake! #MusicLover,gratitude,enjoying a wonderful day painting at the lake #musiclover
Loving this inspiring moment at the museum! #NatureLover,inspiration,loving this inspiring moment at the museum #naturelover
"Spending time studying at library, feeling okay.",neutral,spending time studying at library feeling okay
Enjoying a joyful day hiking at the bookstore! #MusicLover,gratitude,enjoying a joyful day hiking at the bookstore #musiclover
Loving this challenging moment at the park! #Mood,awe,loving this challenging moment at the park #mood
Feeling down after a tough day at beach.,hate,feeling down after a tough day at beach
Just another day swimming at the bookstore.,betrayal,just another day swimming at the bookstore
"Spending time photography at bookstore, feeling okay.",reverence,spending time photography at bookstore feeling okay
"Spending time studying at park, feeling okay.",enchantment,spending time studying at park feeling okay
"Spending time hiking at cafe, feeling okay.",resentment,spending time hiking at cafe feeling okay
"Trying out hiking today, nothing special.",surprise,trying out hiking today nothing special
"Trying out dancing today, nothing special.",accomplishment,trying out dancing today nothing special
Loving this tough moment at the museum! #MusicLover,gratitude,loving this tough moment at the museum #musiclover
"Spending time singing at bookstore, feeling okay.",creativity,spending time singing at bookstore feeling okay
Heart feels heavy after stressful baking.,confusion,heart feels heavy after stressful baking
Feeling great after a wonderful swimming session! #ArtLife,gratitude,feeling great after a wonderful swimming session #artlife
"Trying out shopping today, nothing special.",overwhelmed,trying out shopping today nothing special
"Spending time running at gym, feeling okay.",bitter,spending time running at gym feeling okay
"Spending time dancing at market, feeling okay.",accomplishment,spending time dancing at market feeling okay
Feeling down after a exciting day at home.,sad,feeling down after a exciting day at home
"Trying out meditating today, nothing special.",regret,trying out meditating today nothing special
"Spending time gaming at home, feeling okay.",kind,spending time gaming at home feeling okay
So happy to be dancing with friends at the library! #FitnessJourney,elation,so happy to be dancing with friends at the library #fitnessjourney
"Spending time traveling at mountain, feeling okay.",thrill,spending time traveling at mountain feeling okay
Enjoying a peaceful day baking at the concert! #FitnessJourney,hopeful,enjoying a peaceful day baking at the concert #fitnessjourney
Feeling down after a challenging day at garden.,bitterness,feeling down after a challenging day at garden
Just another day hiking at the lake.,accomplishment,just another day hiking at the lake
Just another day biking at the forest.,boredom,just another day biking at the forest
Feeling down after a peaceful day at forest.,disappointment,feeling down after a peaceful day at forest
Just another day gaming at the garden.,desolation,just another day gaming at the garden
"Spending time dancing at lake, feeling okay.",numbness,spending time dancing at lake feeling okay
"Trying out reading today, nothing special.",reverence,trying out reading today nothing special
Feeling great after a wonderful cooking session! #Mood,empowerment,feeling great after a wonderful cooking session #mood
Feeling down after a amazing day at gym.,bitterness,feeling down after a amazing day at gym
"Spending time running at beach, feeling okay.",reverence,spending time running at beach feeling okay
Just another day dancing at the concert.,resentment,just another day dancing at the concert
Just another day reading at the bookstore.,neutral,just another day reading at the bookstore
